n_dims,n_cubes,operation,Z3ProductSet,CanonicalHyperCubeSet
8,9,add_cube,0.0013486,0.0207498
8,9,add_hole,0.0013482,0.0031454
8,9,contained_in,0.009356,0.0206493
8,9,contained_in,0.0826482,0.0207738
8,9,contained_in,6.1987873,0.0246236
8,9,contained_in,0.0094725,0.0230113
8,12,creation,0.0158243,0.0582341
8,12,add_cube,0.0013124,0.0019337
8,12,add_hole,0.0012993,0.0038941
8,12,contained_in,0.0096532,0.0316877
8,12,contained_in,0.0613338,0.0318981
8,12,contained_in,2.7020522,0.0348076
8,12,contained_in,0.0103057,0.0340134
8,15,creation,0.0197842,0.076586
8,15,add_cube,0.0012917,0.0318252
8,15,add_hole,0.0013331,0.0045592
8,15,contained_in,0.0105565,0.0419355
8,15,contained_in,0.0520287,0.0418975
8,15,contained_in,24.2816367,0.0471787
8,15,contained_in,0.0112368,0.0446886
8,18,creation,0.0236596,0.0989448
8,18,add_cube,0.0013149,0.0401675
8,18,add_hole,0.0013108,0.0055873
8,18,contained_in,0.0112392,0.0532504
8,18,contained_in,0.0529133,0.0548466
8,18,contained_in,38.7505823,0.0592226
8,18,contained_in,0.0115704,0.0574944
8,21,creation,0.0283019,0.1268808
8,21,add_cube,0.0012901,0.0476546
8,21,add_hole,0.0013335,0.010189
8,21,contained_in,0.0119711,0.165994
8,21,contained_in,0.0555611,0.060701
8,21,contained_in,47.5952792,0.109259
8,21,contained_in,0.0120049,0.062086
8,24,creation,0.0309774,0.1641625
8,24,add_cube,0.0012651,0.0576724
8,24,add_hole,0.0012801,0.0114458
8,24,contained_in,0.0124551,0.8258589
8,24,contained_in,0.1183302,0.0975384
8,24,contained_in,41.9590165,0.1225183
8,24,contained_in,0.0132243,0.0703687
12,3,creation,0.0061243,0.0084262
12,3,add_cube,0.0020054,0.0080969
12,3,add_hole,0.0020764,0.0033163
12,3,contained_in,0.0088949,0.005643
12,3,contained_in,0.0876849,0.0056082
12,3,contained_in,2.5573493,0.0086627
12,3,contained_in,0.0082435,0.0082125
12,6,creation,0.0115871,0.025186
12,6,add_cube,0.0019111,0.0142837
12,6,add_hole,0.0019206,0.0031608
12,6,contained_in,0.008765,0.0094274
12,6,contained_in,0.1038922,0.0098365
12,6,contained_in,12.1892758,0.0118709
12,6,contained_in,0.0096867,0.0113444
12,9,creation,0.0175063,0.0434004
12,9,add_cube,0.0019095,0.0203103
12,9,add_hole,0.001936,0.0039182
12,9,contained_in,0.0103753,0.016313
12,9,contained_in,0.1063226,0.0165519
12,9,contained_in,5.0274989,0.0191191
12,9,contained_in,0.0098605,0.0184296
12,12,creation,0.0231449,0.0653401
12,12,add_cube,0.0018758,0.0026896
12,12,add_hole,0.0018933,0.0046998
12,12,contained_in,0.0111979,0.0258163
12,12,contained_in,0.0783386,0.0256921
12,12,contained_in,22.9865599,0.0300068
12,12,contained_in,0.0118914,0.0303755
12,15,creation,0.0301913,0.0810991
12,15,add_cube,0.0019391,0.0337186
12,15,add_hole,0.0018953,0.0051704
12,15,contained_in,0.0123173,0.0355135
12,15,contained_in,0.1247981,0.033763
12,15,contained_in,50.7363052,0.0378434
12,15,contained_in,0.0123741,0.0383107
12,18,creation,0.0353097,0.1439514
12,18,add_cube,0.0019362,0.0650893
12,18,add_hole,0.0019028,0.0065303
12,18,contained_in,0.0129232,0.0478202
12,18,contained_in,0.1294382,0.0471061
12,18,contained_in,152.4320571,0.0517928
12,18,contained_in,0.0139624,0.0496293
12,21,creation,0.0410393,0.1421414
12,21,add_cube,0.0020367,0.0508269
12,21,add_hole,0.001939,0.0113813
12,21,contained_in,0.0143346,0.1681781
12,21,contained_in,0.1574187,0.0603367
12,21,contained_in,126.3790489,0.1096869
12,21,contained_in,0.0146603,0.0623946
12,24,creation,0.0456631,0.1725069
12,24,add_cube,0.0018802,0.0573916
12,24,add_hole,0.001962,0.013053
12,24,contained_in,0.0152885,0.8255961
12,24,contained_in,0.0963019,0.1028506
12,24,contained_in,223.0833158,0.125854
12,24,contained_in,0.0153135,0.0740636
