n_dims,n_cubes,class,operation,time
5,10,CanonicalHyperCubeSet,membership_test,2.1700048819184303e-05
5,10,CanonicalHyperCubeSet,add_cube,0.00036429997999221087
5,10,CanonicalHyperCubeSet,add_hole,0.00040929997339844704
5,10,CanonicalHyperCubeSet,contained_in,0.00021329999435693026
5,10,CanonicalHyperCubeSet,contained_in,0.0002128999913111329
5,10,CanonicalHyperCubeSet,contained_in,0.000242499983869493
5,10,CanonicalHyperCubeSet,contained_in,0.0002277999883517623
5,10,Z3ProductSet,creation,0.007263000006787479
5,10,Z3ProductSet,membership_test,0.007824499974958599
5,10,Z3ProductSet,membership_test,0.0073645999655127525
5,10,Z3ProductSet,add_cube,0.0007510000141337514
5,10,Z3ProductSet,add_hole,0.0007416000589728355
5,10,Z3ProductSet,contained_in,0.007424399955198169
5,10,Z3ProductSet,contained_in,0.00782150006853044
5,10,Z3ProductSet,contained_in,0.008566200034692883
5,10,Z3ProductSet,contained_in,0.0071965999668464065
5,12,CanonicalHyperCubeSet,creation,0.0027818999951705337
5,12,CanonicalHyperCubeSet,membership_test,2.8499984182417393e-05
5,12,CanonicalHyperCubeSet,membership_test,2.329994458705187e-05
5,12,CanonicalHyperCubeSet,add_cube,0.0004115999909117818
5,12,CanonicalHyperCubeSet,add_hole,0.00047909992281347513
5,12,CanonicalHyperCubeSet,contained_in,0.00027199997566640377
5,12,CanonicalHyperCubeSet,contained_in,0.0002715000882744789
5,12,CanonicalHyperCubeSet,contained_in,0.0002989000640809536
5,12,CanonicalHyperCubeSet,contained_in,0.0002859999658539891
5,12,Z3ProductSet,creation,0.008812500047497451
5,12,Z3ProductSet,membership_test,0.007833699928596616
5,12,Z3ProductSet,membership_test,0.007506800000555813
5,12,Z3ProductSet,add_cube,0.000735200010240078
5,12,Z3ProductSet,add_hole,0.0007513000164180994
5,12,Z3ProductSet,contained_in,0.007520199986174703
5,12,Z3ProductSet,contained_in,0.008001800044439733
5,12,Z3ProductSet,contained_in,0.008808000013232231
5,12,Z3ProductSet,contained_in,0.007300400058738887
5,14,CanonicalHyperCubeSet,creation,0.0036077999975532293
5,14,CanonicalHyperCubeSet,membership_test,3.320001997053623e-05
5,14,CanonicalHyperCubeSet,membership_test,2.4400069378316402e-05
5,14,CanonicalHyperCubeSet,add_cube,0.0004856999730691314
5,14,CanonicalHyperCubeSet,add_hole,0.0005498999962583184
5,14,CanonicalHyperCubeSet,contained_in,0.0003295999485999346
5,14,CanonicalHyperCubeSet,contained_in,0.00033179996535182
5,14,CanonicalHyperCubeSet,contained_in,0.00035990006290376186
5,14,CanonicalHyperCubeSet,contained_in,0.00034739996772259474
5,14,Z3ProductSet,creation,0.010272600105963647
5,14,Z3ProductSet,membership_test,0.007786100031808019
5,14,Z3ProductSet,membership_test,0.007197299972176552
5,14,Z3ProductSet,add_cube,0.0007021999917924404
5,14,Z3ProductSet,add_hole,0.000698799965903163
5,14,Z3ProductSet,contained_in,0.007112800027243793
5,14,Z3ProductSet,contained_in,0.007584200007840991
5,14,Z3ProductSet,contained_in,0.008571400074288249
5,14,Z3ProductSet,contained_in,0.007136800093576312
5,16,CanonicalHyperCubeSet,creation,0.00445809995289892
5,16,CanonicalHyperCubeSet,membership_test,3.220001235604286e-05
5,16,CanonicalHyperCubeSet,membership_test,2.4399952962994576e-05
5,16,CanonicalHyperCubeSet,add_cube,0.0005750000709667802
5,16,CanonicalHyperCubeSet,add_hole,0.0005650999955832958
5,16,CanonicalHyperCubeSet,contained_in,0.0003845000173896551
5,16,CanonicalHyperCubeSet,contained_in,0.000381499994546175
5,16,CanonicalHyperCubeSet,contained_in,0.00041690003126859665
5,16,CanonicalHyperCubeSet,contained_in,0.00039599998854100704
5,16,Z3ProductSet,creation,0.011275600059889257
5,16,Z3ProductSet,membership_test,0.00789819995407015
5,16,Z3ProductSet,membership_test,0.0073887999169528484
5,16,Z3ProductSet,add_cube,0.0007266000611707568
5,16,Z3ProductSet,add_hole,0.0007120000664144754
5,16,Z3ProductSet,contained_in,0.007766700000502169
5,16,Z3ProductSet,contained_in,0.008022999973036349
5,16,Z3ProductSet,contained_in,0.00939040002413094
5,16,Z3ProductSet,contained_in,0.007369300001300871
5,18,CanonicalHyperCubeSet,creation,0.005724800052121282
5,18,CanonicalHyperCubeSet,membership_test,4.680000711232424e-05
5,18,CanonicalHyperCubeSet,membership_test,2.5399960577487946e-05
5,18,CanonicalHyperCubeSet,add_cube,0.0005611999658867717
5,18,CanonicalHyperCubeSet,add_hole,0.0006028999341651797
5,18,CanonicalHyperCubeSet,contained_in,0.0004453000146895647
5,18,CanonicalHyperCubeSet,contained_in,0.00044169998727738857
5,18,CanonicalHyperCubeSet,contained_in,0.00047670002095401287
5,18,CanonicalHyperCubeSet,contained_in,0.00046330003533512354
5,18,Z3ProductSet,creation,0.013113999972119927
5,18,Z3ProductSet,membership_test,0.008122000028379261
5,18,Z3ProductSet,membership_test,0.007576900068670511
5,18,Z3ProductSet,add_cube,0.0007637999951839447
5,18,Z3ProductSet,add_hole,0.0008139000274240971
5,18,Z3ProductSet,contained_in,0.007742199930362403
5,18,Z3ProductSet,contained_in,0.008156699943356216
5,18,Z3ProductSet,contained_in,0.009324299986474216
5,18,Z3ProductSet,contained_in,0.007743199937976897
5,20,CanonicalHyperCubeSet,creation,0.006639000028371811
5,20,CanonicalHyperCubeSet,membership_test,3.3400021493434906e-05
5,20,CanonicalHyperCubeSet,membership_test,2.6700086891651154e-05
5,20,CanonicalHyperCubeSet,add_cube,0.0006782000418752432
5,20,CanonicalHyperCubeSet,add_hole,0.0006713999900966883
5,20,CanonicalHyperCubeSet,contained_in,0.0005266000516712666
5,20,CanonicalHyperCubeSet,contained_in,0.00052579992916435
5,20,CanonicalHyperCubeSet,contained_in,0.0005623999750241637
5,20,CanonicalHyperCubeSet,contained_in,0.000542100053280592
5,20,Z3ProductSet,creation,0.013950199936516583
5,20,Z3ProductSet,membership_test,0.00921239994931966
5,20,Z3ProductSet,membership_test,0.008297899970784783
5,20,Z3ProductSet,add_cube,0.0007105000549927354
5,20,Z3ProductSet,add_hole,0.0007120000664144754
5,20,Z3ProductSet,contained_in,0.007485100068151951
5,20,Z3ProductSet,contained_in,0.008938599959947169
5,20,Z3ProductSet,contained_in,0.011308299959637225
5,20,Z3ProductSet,contained_in,0.007770600030198693
5,22,CanonicalHyperCubeSet,creation,0.008260399918071926
5,22,CanonicalHyperCubeSet,membership_test,3.300001844763756e-05
5,22,CanonicalHyperCubeSet,membership_test,2.7399975806474686e-05
5,22,CanonicalHyperCubeSet,add_cube,0.0006673999596387148
5,22,CanonicalHyperCubeSet,add_hole,0.0007051000138744712
5,22,CanonicalHyperCubeSet,contained_in,0.0005529000191017985
5,22,CanonicalHyperCubeSet,contained_in,0.000601199921220541
5,22,CanonicalHyperCubeSet,contained_in,0.0006195000605657697
5,22,CanonicalHyperCubeSet,contained_in,0.000606000074185431
5,22,Z3ProductSet,creation,0.015445000026375055
5,22,Z3ProductSet,membership_test,0.007756299921311438
5,22,Z3ProductSet,membership_test,0.007403400028124452
5,22,Z3ProductSet,add_cube,0.0007165999850258231
5,22,Z3ProductSet,add_hole,0.0007659000111743808
5,22,Z3ProductSet,contained_in,0.008917799917981029
5,22,Z3ProductSet,contained_in,0.009874499985016882
5,22,Z3ProductSet,contained_in,0.011818500002846122
5,22,Z3ProductSet,contained_in,0.00977130001410842
5,24,CanonicalHyperCubeSet,creation,0.022035500034689903
5,24,CanonicalHyperCubeSet,membership_test,3.609992563724518e-05
5,24,CanonicalHyperCubeSet,membership_test,2.929999027401209e-05
5,24,CanonicalHyperCubeSet,add_cube,0.0007921000942587852
5,24,CanonicalHyperCubeSet,add_hole,0.0008786999387666583
5,24,CanonicalHyperCubeSet,contained_in,0.0007031999994069338
5,24,CanonicalHyperCubeSet,contained_in,0.0007124000694602728
5,24,CanonicalHyperCubeSet,contained_in,0.0007599000819027424
5,24,CanonicalHyperCubeSet,contained_in,0.0007270999485626817
5,24,Z3ProductSet,creation,0.018587600090540946
5,24,Z3ProductSet,membership_test,0.00935329997446388
5,24,Z3ProductSet,membership_test,0.01084959995932877
5,24,Z3ProductSet,add_cube,0.0008030000608414412
5,24,Z3ProductSet,add_hole,0.0007533999159932137
5,24,Z3ProductSet,contained_in,0.008849399979226291
5,24,Z3ProductSet,contained_in,0.008349700015969574
5,24,Z3ProductSet,contained_in,0.010092299897223711
5,24,Z3ProductSet,contained_in,0.007930799969471991
5,26,CanonicalHyperCubeSet,creation,0.011438900022767484
5,26,CanonicalHyperCubeSet,membership_test,3.9599952287971973e-05
5,26,CanonicalHyperCubeSet,membership_test,3.120000474154949e-05
5,26,CanonicalHyperCubeSet,add_cube,0.0009287000866606832
5,26,CanonicalHyperCubeSet,add_hole,0.0008927000453695655
5,26,CanonicalHyperCubeSet,contained_in,0.0008629999356344342
5,26,CanonicalHyperCubeSet,contained_in,0.0008123000152409077
5,26,CanonicalHyperCubeSet,contained_in,0.0008683999767526984
5,26,CanonicalHyperCubeSet,contained_in,0.0008135000243782997
5,26,Z3ProductSet,creation,0.019153699977323413
5,26,Z3ProductSet,membership_test,0.008384800050407648
5,26,Z3ProductSet,membership_test,0.008223899989388883
5,26,Z3ProductSet,add_cube,0.000745000084862113
5,26,Z3ProductSet,add_hole,0.0007382000330835581
5,26,Z3ProductSet,contained_in,0.007799099897965789
5,26,Z3ProductSet,contained_in,0.008305200026370585
5,26,Z3ProductSet,contained_in,0.010374999954365194
5,26,Z3ProductSet,contained_in,0.007737500010989606
5,28,CanonicalHyperCubeSet,creation,0.013215400045737624
5,28,CanonicalHyperCubeSet,membership_test,3.970006946474314e-05
5,28,CanonicalHyperCubeSet,membership_test,3.239989746361971e-05
5,28,CanonicalHyperCubeSet,add_cube,0.0009157999884337187
5,28,CanonicalHyperCubeSet,add_hole,0.0009619999909773469
5,28,CanonicalHyperCubeSet,contained_in,0.0008965999586507678
5,28,CanonicalHyperCubeSet,contained_in,0.0008813999593257904
5,28,CanonicalHyperCubeSet,contained_in,0.0009284999687224627
5,28,CanonicalHyperCubeSet,contained_in,0.0009318999946117401
5,28,Z3ProductSet,creation,0.020441400003619492
5,28,Z3ProductSet,membership_test,0.008207000093534589
5,28,Z3ProductSet,membership_test,0.008007299969904125
5,28,Z3ProductSet,add_cube,0.0007312999805435538
5,28,Z3ProductSet,add_hole,0.0007425000658258796
5,28,Z3ProductSet,contained_in,0.007776399957947433
5,28,Z3ProductSet,contained_in,0.008374799974262714
5,28,Z3ProductSet,contained_in,0.010291100014001131
5,28,Z3ProductSet,contained_in,0.007702099974267185
5,30,CanonicalHyperCubeSet,creation,0.015024699969217181
5,30,CanonicalHyperCubeSet,membership_test,4.1599967516958714e-05
5,30,CanonicalHyperCubeSet,membership_test,3.350002225488424e-05
5,30,CanonicalHyperCubeSet,add_cube,0.0010665999725461006
5,30,CanonicalHyperCubeSet,add_hole,0.0010038000764325261
5,30,CanonicalHyperCubeSet,contained_in,0.0009718999499455094
5,30,CanonicalHyperCubeSet,contained_in,0.0009712000610306859
5,30,CanonicalHyperCubeSet,contained_in,0.0010232001077383757
5,30,CanonicalHyperCubeSet,contained_in,0.0009753000922501087
5,30,Z3ProductSet,creation,0.02235149999614805
5,30,Z3ProductSet,membership_test,0.008267499972134829
5,30,Z3ProductSet,membership_test,0.007993399980477989
5,30,Z3ProductSet,add_cube,0.0007324999896809459
5,30,Z3ProductSet,add_hole,0.000757100060582161
5,30,Z3ProductSet,contained_in,0.007808699971064925
5,30,Z3ProductSet,contained_in,0.00833829992916435
5,30,Z3ProductSet,contained_in,0.01040659996215254
5,30,Z3ProductSet,contained_in,0.00764810002874583
5,32,CanonicalHyperCubeSet,creation,0.017112900037318468
5,32,CanonicalHyperCubeSet,membership_test,4.090007860213518e-05
5,32,CanonicalHyperCubeSet,membership_test,3.47999157384038e-05
5,32,CanonicalHyperCubeSet,add_cube,0.0011156999971717596
5,32,CanonicalHyperCubeSet,add_hole,0.0009875999530777335
5,32,CanonicalHyperCubeSet,contained_in,0.000984800048172474
5,32,CanonicalHyperCubeSet,contained_in,0.0010047000832855701
5,32,CanonicalHyperCubeSet,contained_in,0.001059599919244647
5,32,CanonicalHyperCubeSet,contained_in,0.001021800097078085
5,32,Z3ProductSet,creation,0.02319440001156181
5,32,Z3ProductSet,membership_test,0.008612100034952164
5,32,Z3ProductSet,membership_test,0.00797689997125417
5,32,Z3ProductSet,add_cube,0.0007314999820664525
5,32,Z3ProductSet,add_hole,0.0007384000346064568
5,32,Z3ProductSet,contained_in,0.007895599934272468
5,32,Z3ProductSet,contained_in,0.008401899947784841
5,32,Z3ProductSet,contained_in,0.010682800086215138
5,32,Z3ProductSet,contained_in,0.007740900036878884
5,34,CanonicalHyperCubeSet,creation,0.018972699996083975
5,34,CanonicalHyperCubeSet,membership_test,4.1199964471161366e-05
5,34,CanonicalHyperCubeSet,membership_test,3.460003063082695e-05
5,34,CanonicalHyperCubeSet,add_cube,0.0010590000310912728
5,34,CanonicalHyperCubeSet,add_hole,0.0013172999024391174
5,34,CanonicalHyperCubeSet,contained_in,0.0011666000355035067
5,34,CanonicalHyperCubeSet,contained_in,0.0011795000173151493
5,34,CanonicalHyperCubeSet,contained_in,0.001227299915626645
5,34,CanonicalHyperCubeSet,contained_in,0.0011672000400722027
5,34,Z3ProductSet,creation,0.024718699976801872
5,34,Z3ProductSet,membership_test,0.008193599991500378
5,34,Z3ProductSet,membership_test,0.007937300018966198
5,34,Z3ProductSet,add_cube,0.0007210000185295939
5,34,Z3ProductSet,add_hole,0.0007754999678581953
5,34,Z3ProductSet,contained_in,0.008093600044958293
5,34,Z3ProductSet,contained_in,0.008634499972686172
5,34,Z3ProductSet,contained_in,0.010805599973537028
5,34,Z3ProductSet,contained_in,0.00790719990618527
5,36,CanonicalHyperCubeSet,creation,0.02114550000987947
5,36,CanonicalHyperCubeSet,membership_test,4.229997284710407e-05
5,36,CanonicalHyperCubeSet,membership_test,3.6100042052567005e-05
5,36,CanonicalHyperCubeSet,add_cube,0.001135299913585186
5,36,CanonicalHyperCubeSet,add_hole,0.0011828000424429774
5,36,CanonicalHyperCubeSet,contained_in,0.0012715000193566084
5,36,CanonicalHyperCubeSet,contained_in,0.0013130001025274396
5,36,CanonicalHyperCubeSet,contained_in,0.00133050000295043
5,36,CanonicalHyperCubeSet,contained_in,0.0012707000132650137
5,36,Z3ProductSet,creation,0.026057199924252927
5,36,Z3ProductSet,membership_test,0.008532000007107854
5,36,Z3ProductSet,membership_test,0.008000900037586689
5,36,Z3ProductSet,add_cube,0.0007303999736905098
5,36,Z3ProductSet,add_hole,0.0008051999611780047
5,36,Z3ProductSet,contained_in,0.007992600090801716
5,36,Z3ProductSet,contained_in,0.008452100097201765
5,36,Z3ProductSet,contained_in,0.01092090003658086
5,36,Z3ProductSet,contained_in,0.007936800015158951
5,38,CanonicalHyperCubeSet,creation,0.03276169998571277
5,38,CanonicalHyperCubeSet,membership_test,4.139996599406004e-05
5,38,CanonicalHyperCubeSet,membership_test,3.460003063082695e-05
5,38,CanonicalHyperCubeSet,add_cube,0.0011260999599471688
5,38,CanonicalHyperCubeSet,add_hole,0.0013755999971181154
5,38,CanonicalHyperCubeSet,contained_in,0.0013401999603956938
5,38,CanonicalHyperCubeSet,contained_in,0.0013383000623434782
5,38,CanonicalHyperCubeSet,contained_in,0.001413899939507246
5,38,CanonicalHyperCubeSet,contained_in,0.0013692000648006797
5,38,Z3ProductSet,creation,0.027558099944144487
5,38,Z3ProductSet,membership_test,0.008738200063817203
5,38,Z3ProductSet,membership_test,0.007981600007042289
5,38,Z3ProductSet,add_cube,0.0007307999767363071
5,38,Z3ProductSet,add_hole,0.0007223999127745628
5,38,Z3ProductSet,contained_in,0.008093500044196844
5,38,Z3ProductSet,contained_in,0.008634199970401824
5,38,Z3ProductSet,contained_in,0.011530200019478798
5,38,Z3ProductSet,contained_in,0.008028299896977842
5,40,CanonicalHyperCubeSet,creation,0.02586419996805489
5,40,CanonicalHyperCubeSet,membership_test,4.539999645203352e-05
5,40,CanonicalHyperCubeSet,membership_test,3.890006337314844e-05
5,40,CanonicalHyperCubeSet,add_cube,0.001335600041784346
5,40,CanonicalHyperCubeSet,add_hole,0.0014730999246239662
5,40,CanonicalHyperCubeSet,contained_in,0.0015178000321611762
5,40,CanonicalHyperCubeSet,contained_in,0.0014851000159978867
5,40,CanonicalHyperCubeSet,contained_in,0.0015324000269174576
5,40,CanonicalHyperCubeSet,contained_in,0.00149639998562634
5,40,Z3ProductSet,creation,0.029427000088617206
5,40,Z3ProductSet,membership_test,0.008994700037874281
5,40,Z3ProductSet,membership_test,0.00807029998395592
5,40,Z3ProductSet,add_cube,0.0007456999737769365
5,40,Z3ProductSet,add_hole,0.0007377000292763114
5,40,Z3ProductSet,contained_in,0.008016300038434565
5,40,Z3ProductSet,contained_in,0.00852830009534955
5,40,Z3ProductSet,contained_in,0.011370600084774196
5,40,Z3ProductSet,contained_in,0.008005399955436587
5,42,CanonicalHyperCubeSet,creation,0.028444400057196617
5,42,CanonicalHyperCubeSet,membership_test,4.579999949783087e-05
5,42,CanonicalHyperCubeSet,membership_test,3.8400059565901756e-05
5,42,CanonicalHyperCubeSet,add_cube,0.0014544000150635839
5,42,CanonicalHyperCubeSet,add_hole,0.001289399922825396
5,42,CanonicalHyperCubeSet,contained_in,0.0014970999909564853
5,42,CanonicalHyperCubeSet,contained_in,0.0015170000260695815
5,42,CanonicalHyperCubeSet,contained_in,0.0016354999970644712
5,42,CanonicalHyperCubeSet,contained_in,0.0015399999683722854
5,42,Z3ProductSet,creation,0.0306659999769181
5,42,Z3ProductSet,membership_test,0.008869200013577938
5,42,Z3ProductSet,membership_test,0.008296099957078695
5,42,Z3ProductSet,add_cube,0.0007476999890059233
5,42,Z3ProductSet,add_hole,0.000737000023946166
5,42,Z3ProductSet,contained_in,0.008053400088101625
5,42,Z3ProductSet,contained_in,0.0088672999991104
5,42,Z3ProductSet,contained_in,0.011753000086173415
5,42,Z3ProductSet,contained_in,0.008047100040130317
5,44,CanonicalHyperCubeSet,creation,0.03142469993326813
5,44,CanonicalHyperCubeSet,membership_test,4.7600013203918934e-05
5,44,CanonicalHyperCubeSet,membership_test,4.0899962186813354e-05
5,44,CanonicalHyperCubeSet,add_cube,0.0013778000138700008
5,44,CanonicalHyperCubeSet,add_hole,0.0014255000278353691
5,44,CanonicalHyperCubeSet,contained_in,0.0017120999982580543
5,44,CanonicalHyperCubeSet,contained_in,0.0017008999129757285
5,44,CanonicalHyperCubeSet,contained_in,0.0017897000070661306
5,44,CanonicalHyperCubeSet,contained_in,0.0017211000667884946
5,44,Z3ProductSet,creation,0.032003400032408535
5,44,Z3ProductSet,membership_test,0.008723200066015124
5,44,Z3ProductSet,membership_test,0.0076160000171512365
5,44,Z3ProductSet,add_cube,0.0007426000665873289
5,44,Z3ProductSet,add_hole,0.000749400001950562
5,44,Z3ProductSet,contained_in,0.008358799968846142
5,44,Z3ProductSet,contained_in,0.008470700006000698
5,44,Z3ProductSet,contained_in,0.01168260001577437
5,44,Z3ProductSet,contained_in,0.008095899946056306
5,46,CanonicalHyperCubeSet,creation,0.043182300054468215
5,46,CanonicalHyperCubeSet,membership_test,4.909990821033716e-05
5,46,CanonicalHyperCubeSet,membership_test,4.199997056275606e-05
5,46,CanonicalHyperCubeSet,add_cube,0.0015269001014530659
5,46,CanonicalHyperCubeSet,add_hole,0.001608500024303794
5,46,CanonicalHyperCubeSet,contained_in,0.0018116999417543411
5,46,CanonicalHyperCubeSet,contained_in,0.001811400055885315
5,46,CanonicalHyperCubeSet,contained_in,0.0018817000091075897
5,46,CanonicalHyperCubeSet,contained_in,0.0018303999677300453
5,46,Z3ProductSet,creation,0.03330799995455891
5,46,Z3ProductSet,membership_test,0.009035900002345443
5,46,Z3ProductSet,membership_test,0.007685899967327714
5,46,Z3ProductSet,add_cube,0.000750600011087954
5,46,Z3ProductSet,add_hole,0.0007800000021234155
5,46,Z3ProductSet,contained_in,0.008154100039973855
5,46,Z3ProductSet,contained_in,0.008650699979625642
5,46,Z3ProductSet,contained_in,0.01180819992441684
5,46,Z3ProductSet,contained_in,0.008148199995048344
5,48,CanonicalHyperCubeSet,creation,0.03654840006493032
5,48,CanonicalHyperCubeSet,membership_test,4.9400026910007e-05
5,48,CanonicalHyperCubeSet,membership_test,4.309997893869877e-05
5,48,CanonicalHyperCubeSet,add_cube,0.0015094999689608812
5,48,CanonicalHyperCubeSet,add_hole,0.00173510005697608
5,48,CanonicalHyperCubeSet,contained_in,0.001974100014194846
5,48,CanonicalHyperCubeSet,contained_in,0.0019403001060709357
5,48,CanonicalHyperCubeSet,contained_in,0.0019996000919491053
5,48,CanonicalHyperCubeSet,contained_in,0.0019521999638527632
5,48,Z3ProductSet,creation,0.034589999937452376
5,48,Z3ProductSet,membership_test,0.008615099941380322
5,48,Z3ProductSet,membership_test,0.008105600019916892
5,48,Z3ProductSet,add_cube,0.0007528000278398395
5,48,Z3ProductSet,add_hole,0.0008116000099107623
5,48,Z3ProductSet,contained_in,0.008150899899192154
5,48,Z3ProductSet,contained_in,0.008203100063838065
5,48,Z3ProductSet,contained_in,0.012312299921177328
5,48,Z3ProductSet,contained_in,0.008348400006070733
5,50,CanonicalHyperCubeSet,creation,0.04861419997178018
5,50,CanonicalHyperCubeSet,membership_test,5.009991582483053e-05
5,50,CanonicalHyperCubeSet,membership_test,4.299997817724943e-05
5,50,CanonicalHyperCubeSet,add_cube,0.0016763999592512846
5,50,CanonicalHyperCubeSet,add_hole,0.0015454000094905496
5,50,CanonicalHyperCubeSet,contained_in,0.002162100048735738
5,50,CanonicalHyperCubeSet,contained_in,0.0021060999715700746
5,50,CanonicalHyperCubeSet,contained_in,0.002192300045862794
5,50,CanonicalHyperCubeSet,contained_in,0.0021109000081196427
5,50,Z3ProductSet,creation,0.03666970005724579
5,50,Z3ProductSet,membership_test,0.009402800002135336
5,50,Z3ProductSet,membership_test,0.008456400013528764
5,50,Z3ProductSet,add_cube,0.0007559000514447689
5,50,Z3ProductSet,add_hole,0.0008184000616893172
5,50,Z3ProductSet,contained_in,0.008578000008128583
5,50,Z3ProductSet,contained_in,0.008905100054107606
5,50,Z3ProductSet,contained_in,0.012266999925486743
5,50,Z3ProductSet,contained_in,0.008186200051568449
5,52,CanonicalHyperCubeSet,creation,0.05206040001939982
5,52,CanonicalHyperCubeSet,membership_test,5.150004290044308e-05
5,52,CanonicalHyperCubeSet,membership_test,4.3599982745945454e-05
5,52,CanonicalHyperCubeSet,add_cube,0.0016098999185487628
5,52,CanonicalHyperCubeSet,add_hole,0.0018699000356718898
5,52,CanonicalHyperCubeSet,contained_in,0.0022423999616876245
5,52,CanonicalHyperCubeSet,contained_in,0.00216749997343868
5,52,CanonicalHyperCubeSet,contained_in,0.0022495000157505274
5,52,CanonicalHyperCubeSet,contained_in,0.0022116999607533216
5,52,Z3ProductSet,creation,0.03734350006561726
5,52,Z3ProductSet,membership_test,0.009078799979761243
5,52,Z3ProductSet,membership_test,0.007879900047555566
5,52,Z3ProductSet,add_cube,0.0008387999841943383
5,52,Z3ProductSet,add_hole,0.0007517000194638968
5,52,Z3ProductSet,contained_in,0.008305800030939281
