mode,operation,string_set1,string_set2,string,MinDFA,Z3SimpleStringSet
constant,membership,"['iuznhic', 'kdgeicr', 'drq', 'eiond']",[],pofnppkdkpmr,6.00004568696022e-07,0.007514699827879667
constant,membership,"['iuznhic', 'kdgeicr', 'drq', 'eiond']",[],zoqtmxsqwpldsxu,4.998873919248581e-07,0.007570500019937754
constant,creation,"['ua', 'qlgyhe', 'hcaduejpepaaexnjd', 'olcqkhapryotpeowckw', 'gkmncxlcu', 'zcpaseahfcl', 'ldqj', 'urbffbmfjatkupeozfuf', 'oechln', 'js', 'u', 'mst', 'tsowmqo', 'wqnckoqysebqfwqcuijcfsvts', 'drq', 'sgnauupzjw']",[],,0.5110148000530899,0.0015586998779326677
constant,membership,"['ua', 'qlgyhe', 'hcaduejpepaaexnjd', 'olcqkhapryotpeowckw', 'gkmncxlcu', 'zcpaseahfcl', 'ldqj', 'urbffbmfjatkupeozfuf', 'oechln', 'js', 'u', 'mst', 'tsowmqo', 'wqnckoqysebqfwqcuijcfsvts', 'drq', 'sgnauupzjw']",[],eg,2.499902620911598e-06,0.007684899959713221
constant,membership,"['ua', 'qlgyhe', 'hcaduejpepaaexnjd', 'olcqkhapryotpeowckw', 'gkmncxlcu', 'zcpaseahfcl', 'ldqj', 'urbffbmfjatkupeozfuf', 'oechln', 'js', 'u', 'mst', 'tsowmqo', 'wqnckoqysebqfwqcuijcfsvts', 'drq', 'sgnauupzjw']",[],gkmncxlcu,3.100140020251274e-06,0.0076466999016702175
constant,membership,"['ua', 'qlgyhe', 'hcaduejpepaaexnjd', 'olcqkhapryotpeowckw', 'gkmncxlcu', 'zcpaseahfcl', 'ldqj', 'urbffbmfjatkupeozfuf', 'oechln', 'js', 'u', 'mst', 'tsowmqo', 'wqnckoqysebqfwqcuijcfsvts', 'drq', 'sgnauupzjw']",[],u,9.0012326836586e-07,0.007108999881893396
constant,membership,"['ua', 'qlgyhe', 'hcaduejpepaaexnjd', 'olcqkhapryotpeowckw', 'gkmncxlcu', 'zcpaseahfcl', 'ldqj', 'urbffbmfjatkupeozfuf', 'oechln', 'js', 'u', 'mst', 'tsowmqo', 'wqnckoqysebqfwqcuijcfsvts', 'drq', 'sgnauupzjw']",[],pofnppkdkpmr,6.00004568696022e-07,0.007505399873480201
constant,membership,"['ua', 'qlgyhe', 'hcaduejpepaaexnjd', 'olcqkhapryotpeowckw', 'gkmncxlcu', 'zcpaseahfcl', 'ldqj', 'urbffbmfjatkupeozfuf', 'oechln', 'js', 'u', 'mst', 'tsowmqo', 'wqnckoqysebqfwqcuijcfsvts', 'drq', 'sgnauupzjw']",[],zoqtmxsqwpldsxu,8.00006091594696e-07,0.00726259988732636
constant,creation,"['qlgyhe', 'okxiwvjvwwjheotwpzgvz', 'hcaduejpepaaexnjd', 'ldqj', 'erfalhabnx', 'ldhbvoa', 'ghet', 'pofnppkdkpmr', 'jytmqmfph', 'zbjrbgy']",[],,0.19376940000802279,0.0010295999236404896
constant,membership,"['qlgyhe', 'okxiwvjvwwjheotwpzgvz', 'hcaduejpepaaexnjd', 'ldqj', 'erfalhabnx', 'ldhbvoa', 'ghet', 'pofnppkdkpmr', 'jytmqmfph', 'zbjrbgy']",[],eg,3.00002284348011e-06,0.008152799913659692
constant,membership,"['qlgyhe', 'okxiwvjvwwjheotwpzgvz', 'hcaduejpepaaexnjd', 'ldqj', 'erfalhabnx', 'ldhbvoa', 'ghet', 'pofnppkdkpmr', 'jytmqmfph', 'zbjrbgy']",[],gkmncxlcu,1.2998934835195541e-06,0.007458500098437071
constant,membership,"['qlgyhe', 'okxiwvjvwwjheotwpzgvz', 'hcaduejpepaaexnjd', 'ldqj', 'erfalhabnx', 'ldhbvoa', 'ghet', 'pofnppkdkpmr', 'jytmqmfph', 'zbjrbgy']",[],u,8.998904377222061e-07,0.007339099887758493
constant,membership,"['qlgyhe', 'okxiwvjvwwjheotwpzgvz', 'hcaduejpepaaexnjd', 'ldqj', 'erfalhabnx', 'ldhbvoa', 'ghet', 'pofnppkdkpmr', 'jytmqmfph', 'zbjrbgy']",[],pofnppkdkpmr,2.800021320581436e-06,0.007140500005334616
constant,membership,"['qlgyhe', 'okxiwvjvwwjheotwpzgvz', 'hcaduejpepaaexnjd', 'ldqj', 'erfalhabnx', 'ldhbvoa', 'ghet', 'pofnppkdkpmr', 'jytmqmfph', 'zbjrbgy']",[],zoqtmxsqwpldsxu,1.00000761449337e-06,0.007283499930053949
constant,creation,"['qqmblacxdxe', 'kdgeicr', 'qlgyhe', 'wmvupesdo', 'lnzcmzfevbhls', 'gykpfrqvcx', 'olcqkhapryotpeowckw', 'ua', 'dgifr', 'nogddvqbt', 'mwnrbnyw', 'tujdiybslcoitddzrytq', 'tbrm', 'ohdlumdo', 'mdo', 'sajnxtpnmvxotmv', 'qrunsafkgkm', 'eiond']",[],,0.6839042999781668,0.0018451998475939035
constant,membership,"['qqmblacxdxe', 'kdgeicr', 'qlgyhe', 'wmvupesdo', 'lnzcmzfevbhls', 'gykpfrqvcx', 'olcqkhapryotpeowckw', 'ua', 'dgifr', 'nogddvqbt', 'mwnrbnyw', 'tujdiybslcoitddzrytq', 'tbrm', 'ohdlumdo', 'mdo', 'sajnxtpnmvxotmv', 'qrunsafkgkm', 'eiond']",[],eg,3.300141543149948e-06,0.007902200100943446
constant,membership,"['qqmblacxdxe', 'kdgeicr', 'qlgyhe', 'wmvupesdo', 'lnzcmzfevbhls', 'gykpfrqvcx', 'olcqkhapryotpeowckw', 'ua', 'dgifr', 'nogddvqbt', 'mwnrbnyw', 'tujdiybslcoitddzrytq', 'tbrm', 'ohdlumdo', 'mdo', 'sajnxtpnmvxotmv', 'qrunsafkgkm', 'eiond']",[],gkmncxlcu,1.0998919606208801e-06,0.007570300018414855
constant,membership,"['qqmblacxdxe', 'kdgeicr', 'qlgyhe', 'wmvupesdo', 'lnzcmzfevbhls', 'gykpfrqvcx', 'olcqkhapryotpeowckw', 'ua', 'dgifr', 'nogddvqbt', 'mwnrbnyw', 'tujdiybslcoitddzrytq', 'tbrm', 'ohdlumdo', 'mdo', 'sajnxtpnmvxotmv', 'qrunsafkgkm', 'eiond']",[],u,9.0012326836586e-07,0.007096800021827221
constant,membership,"['qqmblacxdxe', 'kdgeicr', 'qlgyhe', 'wmvupesdo', 'lnzcmzfevbhls', 'gykpfrqvcx', 'olcqkhapryotpeowckw', 'ua', 'dgifr', 'nogddvqbt', 'mwnrbnyw', 'tujdiybslcoitddzrytq', 'tbrm', 'ohdlumdo', 'mdo', 'sajnxtpnmvxotmv', 'qrunsafkgkm', 'eiond']",[],pofnppkdkpmr,6.00004568696022e-07,0.007789199938997626
constant,membership,"['qqmblacxdxe', 'kdgeicr', 'qlgyhe', 'wmvupesdo', 'lnzcmzfevbhls', 'gykpfrqvcx', 'olcqkhapryotpeowckw', 'ua', 'dgifr', 'nogddvqbt', 'mwnrbnyw', 'tujdiybslcoitddzrytq', 'tbrm', 'ohdlumdo', 'mdo', 'sajnxtpnmvxotmv', 'qrunsafkgkm', 'eiond']",[],zoqtmxsqwpldsxu,6.00004568696022e-07,0.007270399946719408
constant,creation,"['ir', 'rtcojdbphelxrxnpi', 'drq', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],,0.019212600076571107,0.00047069997526705265
constant,membership,"['ir', 'rtcojdbphelxrxnpi', 'drq', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],eg,2.9001384973526e-06,0.007978299865499139
constant,membership,"['ir', 'rtcojdbphelxrxnpi', 'drq', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],gkmncxlcu,8.00006091594696e-07,0.0071097000036388636
constant,membership,"['ir', 'rtcojdbphelxrxnpi', 'drq', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],u,6.998889148235321e-07,0.007386700017377734
constant,membership,"['ir', 'rtcojdbphelxrxnpi', 'drq', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],pofnppkdkpmr,6.00004568696022e-07,0.0071015998255461454
constant,membership,"['ir', 'rtcojdbphelxrxnpi', 'drq', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],zoqtmxsqwpldsxu,6.00004568696022e-07,0.007357400143519044
constant,creation,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']",[],,0.835179999936372,0.0012713000178337097
constant,membership,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']",[],eg,2.6999041438102722e-06,0.007527499925345182
constant,membership,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']",[],gkmncxlcu,9.997747838497162e-07,0.007219499908387661
constant,membership,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']",[],u,1.00000761449337e-06,0.007179199950769544
constant,membership,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']",[],pofnppkdkpmr,8.998904377222061e-07,0.007110500009730458
constant,membership,"['qyxuhityfuysstuo', 'ua', 'zoqtmxsqwpldsxu', 'pkkkleqkdhbmnfsgpojcqhl', 'ahxxcb', 'uyhsqtmvsdoegypxwgvmfrlxzthjjwwpzjvmyj', 'jsehllizrtutwfykfscucgolksbyv', 'knxiwbhozh', 'qrunsafkgkm', 'js', 'ycdollivtrfiuhyhzi', 'kciqraii']",[],zoqtmxsqwpldsxu,3.600027412176132e-06,0.007243799977004528
constant,creation,"['ulw', 'ilmmfpzz']",[],,0.005035300040617585,0.00027350010350346565
constant,membership,"['ulw', 'ilmmfpzz']",[],eg,2.400018274784088e-06,0.008086599875241518
constant,membership,"['ulw', 'ilmmfpzz']",[],gkmncxlcu,8.00006091594696e-07,0.007459999993443489
constant,membership,"['ulw', 'ilmmfpzz']",[],u,1.00000761449337e-06,0.007497600046917796
constant,membership,"['ulw', 'ilmmfpzz']",[],pofnppkdkpmr,7.00121745467186e-07,0.007463600020855665
constant,membership,"['ulw', 'ilmmfpzz']",[],zoqtmxsqwpldsxu,7.00121745467186e-07,0.007464200025424361
constant,creation,"['ucyjgbpy', 'pkkkleqkdhbmnfsgpojcqhl', 'jb', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'ahxxcb', 'eyapkbpccv', 'bqqq', 'olcqkhapryotpeowckw', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'zcpaseahfcl', 'uywfco', 'dmarblpy', 'ane', 'cxzbrvlyx', 'nfkkjwwo', 'js', 'jwwzhghaszec', 'i']",[],,1.754693599883467,0.0017744998913258314
constant,membership,"['ucyjgbpy', 'pkkkleqkdhbmnfsgpojcqhl', 'jb', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'ahxxcb', 'eyapkbpccv', 'bqqq', 'olcqkhapryotpeowckw', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'zcpaseahfcl', 'uywfco', 'dmarblpy', 'ane', 'cxzbrvlyx', 'nfkkjwwo', 'js', 'jwwzhghaszec', 'i']",[],eg,3.8000289350748062e-06,0.007429300108924508
constant,membership,"['ucyjgbpy', 'pkkkleqkdhbmnfsgpojcqhl', 'jb', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'ahxxcb', 'eyapkbpccv', 'bqqq', 'olcqkhapryotpeowckw', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'zcpaseahfcl', 'uywfco', 'dmarblpy', 'ane', 'cxzbrvlyx', 'nfkkjwwo', 'js', 'jwwzhghaszec', 'i']",[],gkmncxlcu,1.00000761449337e-06,0.007491199998185039
constant,membership,"['ucyjgbpy', 'pkkkleqkdhbmnfsgpojcqhl', 'jb', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'ahxxcb', 'eyapkbpccv', 'bqqq', 'olcqkhapryotpeowckw', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'zcpaseahfcl', 'uywfco', 'dmarblpy', 'ane', 'cxzbrvlyx', 'nfkkjwwo', 'js', 'jwwzhghaszec', 'i']",[],u,1.200009137392044e-06,0.007270799949765205
constant,membership,"['ucyjgbpy', 'pkkkleqkdhbmnfsgpojcqhl', 'jb', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'ahxxcb', 'eyapkbpccv', 'bqqq', 'olcqkhapryotpeowckw', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'zcpaseahfcl', 'uywfco', 'dmarblpy', 'ane', 'cxzbrvlyx', 'nfkkjwwo', 'js', 'jwwzhghaszec', 'i']",[],pofnppkdkpmr,1.00000761449337e-06,0.007336399983614683
constant,membership,"['ucyjgbpy', 'pkkkleqkdhbmnfsgpojcqhl', 'jb', 'ahvgifxyjasmwsuwvdslvqaplonqiroxkcoovakgitiqcnyppa', 'ahxxcb', 'eyapkbpccv', 'bqqq', 'olcqkhapryotpeowckw', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'zcpaseahfcl', 'uywfco', 'dmarblpy', 'ane', 'cxzbrvlyx', 'nfkkjwwo', 'js', 'jwwzhghaszec', 'i']",[],zoqtmxsqwpldsxu,9.0012326836586e-07,0.007350899977609515
constant,creation,"['ka', 'erfalhabnx']",[],,0.0011328000109642744,0.0002576000988483429
constant,membership,"['ka', 'erfalhabnx']",[],eg,2.09989957511425e-06,0.007946700090542436
constant,membership,"['ka', 'erfalhabnx']",[],gkmncxlcu,8.00006091594696e-07,0.006810999941080809
constant,membership,"['ka', 'erfalhabnx']",[],u,6.998889148235321e-07,0.00691780005581677
constant,membership,"['ka', 'erfalhabnx']",[],pofnppkdkpmr,6.00004568696022e-07,0.006832699989899993
constant,membership,"['ka', 'erfalhabnx']",[],zoqtmxsqwpldsxu,6.00004568696022e-07,0.006716399919241667
constant,creation,"['elebzbgvynxhzn', 'kciqraii']",[],,0.012689499882981181,0.00018129986710846424
constant,membership,"['elebzbgvynxhzn', 'kciqraii']",[],eg,2.6999041438102722e-06,0.006920900195837021
constant,membership,"['elebzbgvynxhzn', 'kciqraii']",[],gkmncxlcu,8.998904377222061e-07,0.006790400017052889
constant,membership,"['elebzbgvynxhzn', 'kciqraii']",[],u,8.998904377222061e-07,0.0068744998425245285
constant,membership,"['elebzbgvynxhzn', 'kciqraii']",[],pofnppkdkpmr,7.00121745467186e-07,0.00700690015219152
constant,membership,"['elebzbgvynxhzn', 'kciqraii']",[],zoqtmxsqwpldsxu,7.00121745467186e-07,0.006956000113859773
constant,creation,"['okxiwvjvwwjheotwpzgvz', 'knxiwbhozh', 'urbffbmfjatkupeozfuf', 'ucyjgbpy']",[],,0.028713000006973743,0.0003839000128209591
constant,membership,"['okxiwvjvwwjheotwpzgvz', 'knxiwbhozh', 'urbffbmfjatkupeozfuf', 'ucyjgbpy']",[],eg,2.300133928656578e-06,0.007190899923443794
constant,membership,"['okxiwvjvwwjheotwpzgvz', 'knxiwbhozh', 'urbffbmfjatkupeozfuf', 'ucyjgbpy']",[],gkmncxlcu,9.0012326836586e-07,0.007257299963384867
constant,membership,"['okxiwvjvwwjheotwpzgvz', 'knxiwbhozh', 'urbffbmfjatkupeozfuf', 'ucyjgbpy']",[],u,1.00000761449337e-06,0.007108099991455674
constant,membership,"['okxiwvjvwwjheotwpzgvz', 'knxiwbhozh', 'urbffbmfjatkupeozfuf', 'ucyjgbpy']",[],pofnppkdkpmr,6.998889148235321e-07,0.006934300065040588
constant,membership,"['okxiwvjvwwjheotwpzgvz', 'knxiwbhozh', 'urbffbmfjatkupeozfuf', 'ucyjgbpy']",[],zoqtmxsqwpldsxu,6.00004568696022e-07,0.006896100006997585
constant,creation,"['zoqtmxsqwpldsxu', 'urbffbmfjatkupeozfuf', 'iuznhic', 'ka', 'vep', 'sgnauupzjw', 'c', 'wvplxlihgxygpsqdjfwi', 'uwpeayyfwbdzqtytqrfpyuyuo', 'js', 'elebzbgvynxhzn', 'ilmmfpzz', 'tbrm', 'eopuhjrhddewwpheteinzajspolyoghhn', 'qlgyhe', 'otlmkbuk', 'ulw', 'ohdlumdo', 'jx', 'cxzbrvlyx']",[],,1.0587472999468446,0.00195389986038208
constant,membership,"['zoqtmxsqwpldsxu', 'urbffbmfjatkupeozfuf', 'iuznhic', 'ka', 'vep', 'sgnauupzjw', 'c', 'wvplxlihgxygpsqdjfwi', 'uwpeayyfwbdzqtytqrfpyuyuo', 'js', 'elebzbgvynxhzn', 'ilmmfpzz', 'tbrm', 'eopuhjrhddewwpheteinzajspolyoghhn', 'qlgyhe', 'otlmkbuk', 'ulw', 'ohdlumdo', 'jx', 'cxzbrvlyx']",[],eg,3.700144588947296e-06,0.007252800045534968
constant,membership,"['zoqtmxsqwpldsxu', 'urbffbmfjatkupeozfuf', 'iuznhic', 'ka', 'vep', 'sgnauupzjw', 'c', 'wvplxlihgxygpsqdjfwi', 'uwpeayyfwbdzqtytqrfpyuyuo', 'js', 'elebzbgvynxhzn', 'ilmmfpzz', 'tbrm', 'eopuhjrhddewwpheteinzajspolyoghhn', 'qlgyhe', 'otlmkbuk', 'ulw', 'ohdlumdo', 'jx', 'cxzbrvlyx']",[],gkmncxlcu,1.00000761449337e-06,0.007080800132825971
constant,membership,"['zoqtmxsqwpldsxu', 'urbffbmfjatkupeozfuf', 'iuznhic', 'ka', 'vep', 'sgnauupzjw', 'c', 'wvplxlihgxygpsqdjfwi', 'uwpeayyfwbdzqtytqrfpyuyuo', 'js', 'elebzbgvynxhzn', 'ilmmfpzz', 'tbrm', 'eopuhjrhddewwpheteinzajspolyoghhn', 'qlgyhe', 'otlmkbuk', 'ulw', 'ohdlumdo', 'jx', 'cxzbrvlyx']",[],u,1.2998934835195541e-06,0.007059899857267737
constant,membership,"['zoqtmxsqwpldsxu', 'urbffbmfjatkupeozfuf', 'iuznhic', 'ka', 'vep', 'sgnauupzjw', 'c', 'wvplxlihgxygpsqdjfwi', 'uwpeayyfwbdzqtytqrfpyuyuo', 'js', 'elebzbgvynxhzn', 'ilmmfpzz', 'tbrm', 'eopuhjrhddewwpheteinzajspolyoghhn', 'qlgyhe', 'otlmkbuk', 'ulw', 'ohdlumdo', 'jx', 'cxzbrvlyx']",[],pofnppkdkpmr,6.00004568696022e-07,0.0073009999468922615
constant,membership,"['zoqtmxsqwpldsxu', 'urbffbmfjatkupeozfuf', 'iuznhic', 'ka', 'vep', 'sgnauupzjw', 'c', 'wvplxlihgxygpsqdjfwi', 'uwpeayyfwbdzqtytqrfpyuyuo', 'js', 'elebzbgvynxhzn', 'ilmmfpzz', 'tbrm', 'eopuhjrhddewwpheteinzajspolyoghhn', 'qlgyhe', 'otlmkbuk', 'ulw', 'ohdlumdo', 'jx', 'cxzbrvlyx']",[],zoqtmxsqwpldsxu,3.200024366378784e-06,0.006985499989241362
constant,creation,"['wvafpgju', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],,0.007543100044131279,0.00026730005629360676
constant,membership,"['wvafpgju', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],eg,3.0999071896076202e-06,0.008034100057557225
constant,membership,"['wvafpgju', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],gkmncxlcu,8.998904377222061e-07,0.007055699825286865
constant,membership,"['wvafpgju', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],u,8.00006091594696e-07,0.007034299895167351
constant,membership,"['wvafpgju', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],pofnppkdkpmr,6.998889148235321e-07,0.007051499793305993
constant,membership,"['wvafpgju', 'eopuhjrhddewwpheteinzajspolyoghhn']",[],zoqtmxsqwpldsxu,7.00121745467186e-07,0.00712029985152185
constant,creation,"['jnqvfttpeuizjf', 'ilmmfpzz']",[],,0.013378999894484878,0.00019110017456114292
constant,membership,"['jnqvfttpeuizjf', 'ilmmfpzz']",[],eg,2.200016751885414e-06,0.007343500154092908
constant,membership,"['jnqvfttpeuizjf', 'ilmmfpzz']",[],gkmncxlcu,8.998904377222061e-07,0.007106099976226687
constant,membership,"['jnqvfttpeuizjf', 'ilmmfpzz']",[],u,8.00006091594696e-07,0.007019700016826391
constant,membership,"['jnqvfttpeuizjf', 'ilmmfpzz']",[],pofnppkdkpmr,6.00004568696022e-07,0.007160200038924813
constant,membership,"['jnqvfttpeuizjf', 'ilmmfpzz']",[],zoqtmxsqwpldsxu,6.00004568696022e-07,0.007026299834251404
constant,creation,"['kdgeicr', 'nogddvqbt', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'mdo', 'lkqsbazxxlvtdjvmrnmfjagskoqzv', 'tbwo', 'pofnppkdkpmr', 'eiond', 'drq', 'kciqraii']",[],,0.18552890000864863,0.0009783999994397163
constant,membership,"['kdgeicr', 'nogddvqbt', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'mdo', 'lkqsbazxxlvtdjvmrnmfjagskoqzv', 'tbwo', 'pofnppkdkpmr', 'eiond', 'drq', 'kciqraii']",[],eg,3.200024366378784e-06,0.0074789999052882195
constant,membership,"['kdgeicr', 'nogddvqbt', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'mdo', 'lkqsbazxxlvtdjvmrnmfjagskoqzv', 'tbwo', 'pofnppkdkpmr', 'eiond', 'drq', 'kciqraii']",[],gkmncxlcu,1.00000761449337e-06,0.007187800016254187
constant,membership,"['kdgeicr', 'nogddvqbt', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'mdo', 'lkqsbazxxlvtdjvmrnmfjagskoqzv', 'tbwo', 'pofnppkdkpmr', 'eiond', 'drq', 'kciqraii']",[],u,8.00006091594696e-07,0.007154399994760752
constant,membership,"['kdgeicr', 'nogddvqbt', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'mdo', 'lkqsbazxxlvtdjvmrnmfjagskoqzv', 'tbwo', 'pofnppkdkpmr', 'eiond', 'drq', 'kciqraii']",[],pofnppkdkpmr,2.8999056667089462e-06,0.007315199822187424
constant,membership,"['kdgeicr', 'nogddvqbt', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'mdo', 'lkqsbazxxlvtdjvmrnmfjagskoqzv', 'tbwo', 'pofnppkdkpmr', 'eiond', 'drq', 'kciqraii']",[],zoqtmxsqwpldsxu,8.00006091594696e-07,0.007548599969595671
constant,creation,"['qqmblacxdxe', 'kdgeicr', 'olcqkhapryotpeowckw', 'ldqj', 'snogpmswvavbxjhlgvyeujbxjneliipjkoehxmzcadviudp', 'uywfco', 'ldhbvoa', 'oechln', 'qrunsafkgkm', 'jwwzhghaszec', 'skpuixinmecdfnmoradrydfxiydjqefyap', 'ycdollivtrfiuhyhzi', 'eopuhjrhddewwpheteinzajspolyoghhn', 'ef']",[],,0.8822214000392705,0.0014965999871492386
