n_dims,n_cubes,operation,Z3ProductSet,CanonicalHyperCubeSet
10,75,add_cube,0.0023273,0.0069376
10,75,add_hole,0.002251,0.0128773
10,75,contained_in,0.0183952,0.0116379
10,75,contained_in,0.0127392,0.0120284
10,75,contained_in,0.0220387,0.0126669
10,75,contained_in,0.0121639,0.0124144
10,78,creation,0.1116334,0.324028
10,78,membership_test,0.011043,9.51E-05
10,78,membership_test,0.0099798,8.61E-05
10,78,add_cube,0.0014287,0.0067409
10,78,add_hole,0.0014427,0.0070236
10,78,contained_in,0.0101746,0.0061791
10,78,contained_in,0.0101536,0.0060546
10,78,contained_in,0.0217419,0.0068493
10,78,contained_in,0.0108111,0.0062368
10,81,creation,0.1187233,0.3399953
10,81,membership_test,0.0113759,0.0001019
10,81,membership_test,0.010132,9.41E-05
10,81,add_cube,0.0014431,0.007485
10,81,add_hole,0.0014691,0.0073581
10,81,contained_in,0.0102635,0.0068024
10,81,contained_in,0.0104411,0.0067807
10,81,contained_in,0.025382,0.0072183
10,81,contained_in,0.0116342,0.0068028
10,84,creation,0.122113,0.3567001
10,84,membership_test,0.0115184,0.0001029
10,84,membership_test,0.010231,8.98E-05
10,84,add_cube,0.0014321,0.0072007
10,84,add_hole,0.0014374,0.019882
10,84,contained_in,0.0103412,0.0070708
10,84,contained_in,0.0108985,0.0068935
10,84,contained_in,0.0241259,0.0073307
10,84,contained_in,0.0109765,0.0070272
10,87,creation,0.1280303,0.3671677
10,87,membership_test,0.0117068,0.0001062
10,87,membership_test,0.0104641,9.61E-05
10,87,add_cube,0.0014231,0.0083192
10,87,add_hole,0.0014494,0.0077664
10,87,contained_in,0.0104266,0.0073608
10,87,contained_in,0.0113543,0.00727
10,87,contained_in,0.0230441,0.0075368
10,87,contained_in,0.0110847,0.0081356
10,90,creation,0.1426925,0.4080852
10,90,membership_test,0.0124831,0.0001071
10,90,membership_test,0.0121978,9.77E-05
10,90,add_cube,0.001472,0.0079254
10,90,add_hole,0.0014287,0.0078973
10,90,contained_in,0.011907,0.007658
10,90,contained_in,0.0113492,0.0076814
10,90,contained_in,0.0250143,0.0078196
10,90,contained_in,0.0118232,0.0096945
10,93,creation,0.1375909,0.4484849
10,93,membership_test,0.0111253,0.0001161
10,93,membership_test,0.0101077,0.0001064
10,93,add_cube,0.0014157,0.0082675
10,93,add_hole,0.0014007,0.0088317
10,93,contained_in,0.0104383,0.0091694
10,93,contained_in,0.0105159,0.0089962
10,93,contained_in,0.0239891,0.0108824
10,93,contained_in,0.0106659,0.0089224
10,96,creation,0.1370561,0.4721189
10,96,membership_test,0.0131552,0.0001118
10,96,membership_test,0.0112121,0.0001078
10,96,add_cube,0.001442,0.0089055
10,96,add_hole,0.0014896,0.0086877
10,96,contained_in,0.0118636,0.0088905
10,96,contained_in,0.0117316,0.0093436
10,96,contained_in,0.0259478,0.0092218
10,96,contained_in,0.0118062,0.0088721
10,99,creation,0.1398561,0.4923241
10,99,membership_test,0.0132986,0.0003673
10,99,membership_test,0.0116496,0.0001048
10,99,add_cube,0.0014954,0.0292461
10,99,add_hole,0.0014807,0.009172
10,99,contained_in,0.0123053,0.0090699
10,99,contained_in,0.0121928,0.008907
10,99,contained_in,0.0272409,0.0090956
10,99,contained_in,0.0122652,0.0088861
10,102,creation,0.1489335,0.5520712
10,102,membership_test,0.0122088,0.0001164
10,102,membership_test,0.010857,0.0001103
10,102,add_cube,0.001423,0.0091106
10,102,add_hole,0.0014774,0.0099914
10,102,contained_in,0.0109458,0.00996
10,102,contained_in,0.0110069,0.0099215
10,102,contained_in,0.0263559,0.0100012
10,102,contained_in,0.0112755,0.009811
10,105,creation,0.1524123,0.5724289
10,105,membership_test,0.0122199,0.0001154
10,105,membership_test,0.0108658,0.0001108
10,105,add_cube,0.0014957,0.0094014
10,105,add_hole,0.0014575,0.0093388
10,105,contained_in,0.0109181,0.0100863
10,105,contained_in,0.011248,0.0108538
10,105,contained_in,0.0266311,0.0102808
10,105,contained_in,0.0112185,0.0100479
10,108,creation,0.1581975,0.5805177
10,108,membership_test,0.0122615,0.0001168
10,108,membership_test,0.0109962,0.0001182
10,108,add_cube,0.0014138,0.0096096
10,108,add_hole,0.0014285,0.0094892
10,108,contained_in,0.0110639,0.0104058
10,108,contained_in,0.0114327,0.0101863
10,108,contained_in,0.026962,0.0105665
10,108,contained_in,0.0107442,0.0105002
10,111,creation,0.1584168,0.624576
10,111,membership_test,0.0118336,0.0001169
10,111,membership_test,0.0107696,0.0001164
10,111,add_cube,0.0013993,0.0098563
10,111,add_hole,0.0014362,0.0100933
10,111,contained_in,0.0116154,0.0110338
10,111,contained_in,0.0113758,0.0109389
10,111,contained_in,0.0270824,0.0114018
10,111,contained_in,0.0117457,0.0110808
10,114,creation,0.1659751,0.6457612
10,114,membership_test,0.0125124,0.000123
10,114,membership_test,0.0111086,0.0001233
10,114,add_cube,0.0014528,0.0100872
10,114,add_hole,0.001459,0.0102372
10,114,contained_in,0.0113752,0.0113798
10,114,contained_in,0.0121026,0.0112546
10,114,contained_in,0.0269571,0.0117174
10,114,contained_in,0.0119477,0.0114169
10,117,creation,0.1713622,0.6653139
10,117,membership_test,0.0135867,0.0001269
10,117,membership_test,0.0116418,0.0001277
10,117,add_cube,0.0014542,0.0104285
10,117,add_hole,0.0014804,0.0101181
10,117,contained_in,0.0119006,0.0120247
10,117,contained_in,0.0116464,0.0121967
10,117,contained_in,0.0287225,0.0119258
10,117,contained_in,0.0124015,0.0114632
10,120,creation,0.1755657,0.7149235
10,120,membership_test,0.0129799,0.0001195
10,120,membership_test,0.0118441,0.0001264
10,120,add_cube,0.0014503,0.010058
10,120,add_hole,0.0015033,0.0242505
10,120,contained_in,0.0122553,0.0117938
10,120,contained_in,0.0126529,0.011968
10,120,contained_in,0.0298226,0.0124623
10,120,contained_in,0.0116231,0.0127503
10,123,creation,0.1740651,0.7319157
10,123,membership_test,0.0179353,0.0001276
10,123,membership_test,0.0118582,0.0001347
10,123,add_cube,0.0015737,0.0102412
10,123,add_hole,0.001459,0.0108196
10,123,contained_in,0.0125341,0.0127274
10,123,contained_in,0.0120226,0.0127019
10,123,contained_in,0.029994,0.0131263
10,123,contained_in,0.0125916,0.0129455
10,126,creation,0.1795141,0.7877397
10,126,membership_test,0.0129391,0.0001206
10,126,membership_test,0.0115743,0.0001304
10,126,add_cube,0.0014374,0.02394
10,126,add_hole,0.0014425,0.010909
10,126,contained_in,0.0123075,0.0130517
10,126,contained_in,0.0118188,0.0128705
10,126,contained_in,0.0299747,0.0133379
10,126,contained_in,0.0121687,0.0132023
10,129,creation,0.1813867,0.8184153
10,129,membership_test,0.0128667,0.0001225
10,129,membership_test,0.0116846,0.0001326
10,129,add_cube,0.0015144,0.0113051
10,129,add_hole,0.001457,0.0114887
10,129,contained_in,0.01273,0.0138869
10,129,contained_in,0.0121091,0.0139343
10,129,contained_in,0.0301755,0.0145617
10,129,contained_in,0.012495,0.0129916
10,132,creation,0.1880104,0.8484899
10,132,membership_test,0.0130474,0.0001215
10,132,membership_test,0.0135069,0.0001337
10,132,add_cube,0.0014698,0.0232615
10,132,add_hole,0.0014715,0.0113647
10,132,contained_in,0.0121546,0.0137047
10,132,contained_in,0.0120634,0.0135515
10,132,contained_in,0.0310823,0.0141086
10,132,contained_in,0.0127143,0.0139921
10,135,creation,0.1924815,0.902772
10,135,membership_test,0.0131577,0.0001239
10,135,membership_test,0.0123075,0.0001342
10,135,add_cube,0.0014522,0.0113174
10,135,add_hole,0.0014671,0.012127
10,135,contained_in,0.0122306,0.0147631
10,135,contained_in,0.0124116,0.0144723
10,135,contained_in,0.0317186,0.0152076
10,135,contained_in,0.0135302,0.0148517
10,138,creation,0.1981703,0.9532949
10,138,membership_test,0.0131495,0.0001338
10,138,membership_test,0.0118498,0.0001496
10,138,add_cube,0.0014047,0.0269668
10,138,add_hole,0.0014491,0.013031
10,138,contained_in,0.0121802,0.015779
10,138,contained_in,0.0122743,0.0159469
10,138,contained_in,0.0320006,0.0162709
10,138,contained_in,0.0131583,0.0159065
10,141,creation,0.2145469,0.9818186
10,141,membership_test,0.0131787,0.0001239
10,141,membership_test,0.0120327,0.0001359
10,141,add_cube,0.0014288,0.0115484
10,141,add_hole,0.0014393,0.0120571
10,141,contained_in,0.0128406,0.0157612
10,141,contained_in,0.0121379,0.0152046
10,141,contained_in,0.0324589,0.0162889
10,141,contained_in,0.0134959,0.0164972
10,144,creation,0.2066041,1.0396993
10,144,membership_test,0.0134196,0.0001319
10,144,membership_test,0.0127031,0.000155
10,144,add_cube,0.0014405,0.0120226
10,144,add_hole,0.0014486,0.0126524
10,144,contained_in,0.0127615,0.0159389
10,144,contained_in,0.0125852,0.0186298
10,144,contained_in,0.032863,0.0165253
10,144,contained_in,0.0135206,0.0164983
10,147,creation,0.230509,1.0963425
10,147,membership_test,0.0142276,0.0001265
10,147,membership_test,0.0125507,0.0001446
10,147,add_cube,0.0013545,0.0124273
10,147,add_hole,0.0013542,0.0125525
10,147,contained_in,0.0123287,0.016801
10,147,contained_in,0.0122586,0.016199
10,147,contained_in,0.0329455,0.0169973
10,147,contained_in,0.0137856,0.0171488
10,150,creation,0.2252972,1.1109641
10,150,membership_test,0.0138889,0.000139
10,150,membership_test,0.0125219,0.0001562
10,150,add_cube,0.001455,0.0131415
10,150,add_hole,0.001469,0.0132111
10,150,contained_in,0.012713,0.0177882
10,150,contained_in,0.0126953,0.0177319
10,150,contained_in,0.032513,0.0182612
10,150,contained_in,0.0123342,0.0180815
15,3,creation,0.0064012,0.0040015
15,3,membership_test,0.0090635,8.89E-05
15,3,membership_test,0.0075712,6.80E-06
15,3,add_cube,0.0020839,0.0007688
15,3,add_hole,0.0021029,0.0016102
15,3,contained_in,0.0072945,0.0001342
15,3,contained_in,0.0081596,0.0001257
15,3,contained_in,0.0086646,0.0001886
15,3,contained_in,0.0072687,0.0001822
15,6,creation,0.0128057,0.0043401
15,6,membership_test,0.0085411,9.88E-05
15,6,membership_test,0.0078501,1.03E-05
15,6,add_cube,0.0020743,0.0113118
15,6,add_hole,0.0021073,0.0019598
15,6,contained_in,0.0075026,0.0003175
15,6,contained_in,0.008133,0.0003124
15,6,contained_in,0.0101031,0.0003744
15,6,contained_in,0.0072123,0.0003626
15,9,creation,0.0196347,0.0085623
15,9,membership_test,0.0090938,9.72E-05
15,9,membership_test,0.0080362,1.35E-05
15,9,add_cube,0.0020705,0.001707
15,9,add_hole,0.0021346,0.0025664
15,9,contained_in,0.0081028,0.0005537
15,9,contained_in,0.0085684,0.0005354
15,9,contained_in,0.0107246,0.0006153
15,9,contained_in,0.0077313,0.0005969
15,12,creation,0.0261552,0.0144844
15,12,membership_test,0.008982,0.000102
15,12,membership_test,0.0081244,1.71E-05
15,12,add_cube,0.0021096,0.002202
15,12,add_hole,0.0021268,0.0033833
15,12,contained_in,0.0079502,0.0007928
15,12,contained_in,0.0085873,0.0007754
15,12,contained_in,0.0117488,0.0008408
15,12,contained_in,0.0084735,0.000831
15,15,creation,0.0308624,0.0210163
15,15,membership_test,0.0090859,9.67E-05
15,15,membership_test,0.0083387,1.88E-05
15,15,add_cube,0.0019892,0.0025515
15,15,add_hole,0.0019587,0.0033469
15,15,contained_in,0.007735,0.0009606
15,15,contained_in,0.0086955,0.000923
15,15,contained_in,0.0117481,0.0010227
15,15,contained_in,0.0079946,0.000986
15,18,creation,0.037761,0.029406
15,18,membership_test,0.0093483,0.0001026
15,18,membership_test,0.0082294,2.25E-05
15,18,add_cube,0.0020892,0.0137329
15,18,add_hole,0.0021208,0.0041245
15,18,contained_in,0.0087847,0.001183
15,18,contained_in,0.0088996,0.001156
15,18,contained_in,0.0126206,0.0012979
15,18,contained_in,0.0086295,0.0012171
15,21,creation,0.0451733,0.0395155
15,21,membership_test,0.0094684,0.0001045
15,21,membership_test,0.0084433,3.17E-05
15,21,add_cube,0.0020797,0.0038271
15,21,add_hole,0.0020946,0.0047222
15,21,contained_in,0.0084055,0.0015353
15,21,contained_in,0.0088241,0.0014568
15,21,contained_in,0.0132462,0.001677
15,21,contained_in,0.0088191,0.0015323
15,24,creation,0.0522633,0.0614121
15,24,membership_test,0.0092323,0.0001076
15,24,membership_test,0.0087059,2.85E-05
15,24,add_cube,0.0020878,0.0039512
15,24,add_hole,0.0021627,0.0052408
15,24,contained_in,0.0089185,0.0017616
15,24,contained_in,0.0101954,0.0017726
15,24,contained_in,0.0156788,0.0018774
15,24,contained_in,0.0092958,0.0017703
15,27,creation,0.0591673,0.0659577
15,27,membership_test,0.0099701,0.0001156
15,27,membership_test,0.0090873,3.29E-05
15,27,add_cube,0.002096,0.0043105
15,27,add_hole,0.0021207,0.0054223
15,27,contained_in,0.0089582,0.0020467
15,27,contained_in,0.0093603,0.002033
15,27,contained_in,0.0158006,0.0021703
15,27,contained_in,0.0089695,0.0020905
15,30,creation,0.0645847,0.0837525
15,30,membership_test,0.0103243,0.0001146
15,30,membership_test,0.0092884,3.52E-05
15,30,add_cube,0.00212,0.0162325
15,30,add_hole,0.0020911,0.0056565
15,30,contained_in,0.0096916,0.002283
15,30,contained_in,0.0100653,0.0022753
15,30,contained_in,0.01673,0.0023416
15,30,contained_in,0.0098286,0.0022765
15,33,creation,0.0748994,0.1051004
15,33,membership_test,0.0105821,0.0001171
15,33,membership_test,0.0092818,3.90E-05
15,33,add_cube,0.0020751,0.0057684
15,33,add_hole,0.0032071,0.0066277
15,33,contained_in,0.0104142,0.0026609
15,33,contained_in,0.0097523,0.0025687
15,33,contained_in,0.0174855,0.0026736
15,33,contained_in,0.0097671,0.002626
15,36,creation,0.0782394,0.1238456
15,36,membership_test,0.0112005,0.0001188
15,36,membership_test,0.0094932,4.33E-05
15,36,add_cube,0.0021113,0.0059883
15,36,add_hole,0.0021598,0.0071151
15,36,contained_in,0.0094086,0.0029744
15,36,contained_in,0.0098046,0.002883
15,36,contained_in,0.0179524,0.0030471
15,36,contained_in,0.010199,0.0029749
15,39,creation,0.0868564,0.1535874
15,39,membership_test,0.0132852,0.0001117
15,39,membership_test,0.0099991,4.44E-05
15,39,add_cube,0.0021826,0.0066322
15,39,add_hole,0.0022223,0.0077588
15,39,contained_in,0.010177,0.0032487
15,39,contained_in,0.0096491,0.0031302
15,39,contained_in,0.0178786,0.003886
15,39,contained_in,0.0098482,0.0041227
15,42,creation,0.0917987,0.1576367
15,42,membership_test,0.0109682,0.0001052
15,42,membership_test,0.0097341,4.47E-05
15,42,add_cube,0.0021098,0.0062941
15,42,add_hole,0.0021469,0.0077582
15,42,contained_in,0.0099006,0.0034668
15,42,contained_in,0.0143004,0.0034392
15,42,contained_in,0.0208056,0.0036448
15,42,contained_in,0.0113415,0.0036345
15,45,creation,0.0993433,0.1896646
15,45,membership_test,0.0106224,0.0001087
15,45,membership_test,0.0096982,4.50E-05
15,45,add_cube,0.0020336,0.0072834
15,45,add_hole,0.0020856,0.0080506
15,45,contained_in,0.0097993,0.003528
15,45,contained_in,0.009865,0.0035391
15,45,contained_in,0.0197364,0.0038779
15,45,contained_in,0.0097336,0.0037209
15,48,creation,0.0990263,0.2164814
15,48,membership_test,0.0109353,0.0001216
15,48,membership_test,0.0098605,5.53E-05
15,48,add_cube,0.0020572,0.0081241
15,48,add_hole,0.0021022,0.0089851
15,48,contained_in,0.0097081,0.0042337
15,48,contained_in,0.0100068,0.0041192
15,48,contained_in,0.0207087,0.0043632
15,48,contained_in,0.010494,0.004218
15,51,creation,0.1129124,0.2513235
15,51,membership_test,0.0113434,0.0001294
15,51,membership_test,0.0103575,6.00E-05
15,51,add_cube,0.0021058,0.0089074
15,51,add_hole,0.0021392,0.0100681
15,51,contained_in,0.0103239,0.004667
15,51,contained_in,0.0106327,0.0047146
15,51,contained_in,0.0243527,0.005035
15,51,contained_in,0.0110641,0.004768
15,54,creation,0.1227856,0.2696481
15,54,membership_test,0.0120414,0.0001267
15,54,membership_test,0.0107643,6.28E-05
15,54,add_cube,0.0021974,0.0208677
15,54,add_hole,0.002191,0.0102597
15,54,contained_in,0.010914,0.0051778
15,54,contained_in,0.010934,0.005174
15,54,contained_in,0.0238075,0.0052839
15,54,contained_in,0.0111241,0.005192
15,57,creation,0.1190066,0.3198466
15,57,membership_test,0.0119059,0.0001195
15,57,membership_test,0.011133,6.00E-05
15,57,add_cube,0.0021152,0.0091356
15,57,add_hole,0.0021111,0.0102738
15,57,contained_in,0.010712,0.0051205
15,57,contained_in,0.0106986,0.0050137
15,57,contained_in,0.0225816,0.0052427
15,57,contained_in,0.0115452,0.0050324
15,60,creation,0.1272974,0.3354266
15,60,membership_test,0.0115201,0.0001345
15,60,membership_test,0.0103575,6.95E-05
15,60,add_cube,0.0034101,0.0106081
15,60,add_hole,0.0022272,0.0111085
15,60,contained_in,0.0109828,0.0058826
15,60,contained_in,0.0108803,0.0057376
15,60,contained_in,0.0233681,0.0061818
15,60,contained_in,0.0113847,0.0060762
15,63,creation,0.1390094,0.3660357
15,63,membership_test,0.0122554,0.000128
15,63,membership_test,0.0108671,6.79E-05
15,63,add_cube,0.0021239,0.0105128
15,63,add_hole,0.00215,0.0246277
15,63,contained_in,0.0115351,0.0060237
15,63,contained_in,0.0114841,0.0059215
15,63,contained_in,0.0256949,0.0063233
15,63,contained_in,0.0122105,0.006215
15,66,creation,0.1436536,0.4115939
15,66,membership_test,0.0123263,0.0001315
15,66,membership_test,0.0110017,7.27E-05
15,66,add_cube,0.0021184,0.0111936
15,66,add_hole,0.0021467,0.012135
15,66,contained_in,0.0122677,0.0064645
15,66,contained_in,0.0114664,0.0063617
15,66,contained_in,0.0264756,0.0066539
15,66,contained_in,0.0118801,0.0064529
15,69,creation,0.1460173,0.4394743
15,69,membership_test,0.0120115,0.0001289
15,69,membership_test,0.0107919,7.69E-05
15,69,add_cube,0.0020928,0.0113082
15,69,add_hole,0.0021063,0.0298736
15,69,contained_in,0.0110077,0.0068646
15,69,contained_in,0.0110742,0.006653
15,69,contained_in,0.0262373,0.0072681
15,69,contained_in,0.0119675,0.0069153
15,72,creation,0.1557941,0.4720279
15,72,membership_test,0.0124873,0.0001473
15,72,membership_test,0.0127496,8.04E-05
15,72,add_cube,0.0021563,0.0119226
15,72,add_hole,0.0021561,0.0127693
15,72,contained_in,0.0122609,0.0070117
15,72,contained_in,0.0121148,0.007049
15,72,contained_in,0.0284801,0.0074989
15,72,contained_in,0.0125844,0.0071763
15,75,creation,0.1568153,0.5293866
15,75,membership_test,0.0123344,0.0001695
15,75,membership_test,0.0111797,8.55E-05
15,75,add_cube,0.0020316,0.0125792
15,75,add_hole,0.0020998,0.0136359
15,75,contained_in,0.0112141,0.0076858
15,75,contained_in,0.0116536,0.0074739
15,75,contained_in,0.0275607,0.0080268
15,75,contained_in,0.0118512,0.0079889
15,78,creation,0.1646163,0.5750874
15,78,membership_test,0.0132732,0.0001343
15,78,membership_test,0.0117861,8.36E-05
15,78,add_cube,0.0020058,0.0129132
15,78,add_hole,0.0020327,0.0139551
15,78,contained_in,0.0120948,0.0081848
15,78,contained_in,0.0129494,0.0082685
15,78,contained_in,0.0284367,0.0085209
15,78,contained_in,0.0117167,0.0082606
15,81,creation,0.1725294,0.6064897
15,81,membership_test,0.0126861,0.0001388
15,81,membership_test,0.0116792,9.09E-05
15,81,add_cube,0.0021019,0.0137485
15,81,add_hole,0.0021398,0.0295652
15,81,contained_in,0.0118833,0.0081311
15,81,contained_in,0.0116781,0.0081306
15,81,contained_in,0.0294419,0.0085778
15,81,contained_in,0.0128191,0.0084541
15,84,creation,0.1789771,0.6423937
15,84,membership_test,0.0132685,0.0001379
15,84,membership_test,0.0117785,8.98E-05
15,84,add_cube,0.00209,0.0139813
15,84,add_hole,0.0021123,0.0147852
15,84,contained_in,0.0124457,0.0085608
15,84,contained_in,0.012465,0.0080705
15,84,contained_in,0.0307015,0.0084816
15,84,contained_in,0.0129489,0.0086691
15,87,creation,0.1814326,0.7031547
15,87,membership_test,0.0131475,0.0001454
15,87,membership_test,0.0120707,9.99E-05
15,87,add_cube,0.0020902,0.0140907
15,87,add_hole,0.0021393,0.014847
15,87,contained_in,0.0125244,0.0090903
15,87,contained_in,0.0121494,0.0094444
15,87,contained_in,0.0313444,0.0093671
15,87,contained_in,0.0130294,0.0091277
15,90,creation,0.1881223,0.7360229
15,90,membership_test,0.0131073,0.0001427
15,90,membership_test,0.0120592,9.89E-05
15,90,add_cube,0.0020945,0.0148852
15,90,add_hole,0.0021088,0.0310333
15,90,contained_in,0.0122842,0.0093833
15,90,contained_in,0.0120417,0.0094464
15,90,contained_in,0.0311997,0.0099952
15,90,contained_in,0.0128013,0.009832
15,93,creation,0.2001453,0.7877165
15,93,membership_test,0.0137675,0.0001486
15,93,membership_test,0.0124979,0.0001031
15,93,add_cube,0.0021045,0.0303274
15,93,add_hole,0.002145,0.0161338
15,93,contained_in,0.0123848,0.0103003
15,93,contained_in,0.0124279,0.0102898
15,93,contained_in,0.0315033,0.0108907
15,93,contained_in,0.0120838,0.0105973
15,96,creation,0.2043182,0.870879
15,96,membership_test,0.0137309,0.0001539
15,96,membership_test,0.0129602,0.0001117
15,96,add_cube,0.0021356,0.0164382
15,96,add_hole,0.0021588,0.0157095
15,96,contained_in,0.0128761,0.0099044
15,96,contained_in,0.0129902,0.0101903
15,96,contained_in,0.0337855,0.0111406
15,96,contained_in,0.0136718,0.0106889
15,99,creation,0.2097189,0.8817276
15,99,membership_test,0.0139571,0.0001486
15,99,membership_test,0.0124605,0.0001076
15,99,add_cube,0.0021489,0.0160507
15,99,add_hole,0.0021404,0.0164657
15,99,contained_in,0.0128183,0.0108685
15,99,contained_in,0.0125485,0.0111272
15,99,contained_in,0.03413,0.0111311
15,99,contained_in,0.0129824,0.010813
15,102,creation,0.2171951,0.9626815
15,102,membership_test,0.0139649,0.00015
15,102,membership_test,0.0127445,0.0001102
15,102,add_cube,0.002078,0.0294734
15,102,add_hole,0.0021155,0.0177603
15,102,contained_in,0.013107,0.0116275
15,102,contained_in,0.0138817,0.0114896
15,102,contained_in,0.0365845,0.0120819
15,102,contained_in,0.0150289,0.0118954
15,105,creation,0.2283449,1.0514301
15,105,membership_test,0.0143915,0.0001623
15,105,membership_test,0.0131676,0.0001174
15,105,add_cube,0.0021796,0.0177989
15,105,add_hole,0.0022133,0.0361923
15,105,contained_in,0.0137834,0.0122705
15,105,contained_in,0.0134875,0.0124298
15,105,contained_in,0.0344208,0.0129551
15,105,contained_in,0.0129168,0.0127999
15,108,creation,0.230172,1.0544127
15,108,membership_test,0.0144448,0.0001545
15,108,membership_test,0.0131903,0.0001228
15,108,add_cube,0.002093,0.0177254
15,108,add_hole,0.0020888,0.0350268
15,108,contained_in,0.013153,0.0129981
15,108,contained_in,0.0131547,0.0129378
15,108,contained_in,0.0364183,0.0136361
15,108,contained_in,0.0133622,0.0135158
15,111,creation,0.25271,1.1398483
15,111,membership_test,0.0143421,0.0001558
15,111,membership_test,0.0139215,0.0001182
15,111,add_cube,0.002108,0.0180021
15,111,add_hole,0.0021078,0.0187394
15,111,contained_in,0.0133365,0.0129809
15,111,contained_in,0.0136606,0.0127168
15,111,contained_in,0.0372271,0.0133843
15,111,contained_in,0.0135832,0.0131553
15,114,creation,0.247973,1.1998345
15,114,membership_test,0.0145988,0.0001545
15,114,membership_test,0.0131836,0.0001259
15,114,add_cube,0.0021221,0.018573
15,114,add_hole,0.0021618,0.0194208
15,114,contained_in,0.0135816,0.0138039
15,114,contained_in,0.0152839,0.0137779
15,114,contained_in,0.0372409,0.014349
15,114,contained_in,0.0137196,0.0143617
15,117,creation,0.2435837,1.2662631
15,117,membership_test,0.0146272,0.0001653
15,117,membership_test,0.0136238,0.0001315
15,117,add_cube,0.0020845,0.020293
15,117,add_hole,0.0021202,0.0200245
15,117,contained_in,0.0135928,0.0147382
15,117,contained_in,0.0133853,0.0146995
15,117,contained_in,0.0380359,0.0153556
15,117,contained_in,0.0144611,0.0147392
15,120,creation,0.2742231,1.327407
15,120,membership_test,0.014999,0.0001647
15,120,membership_test,0.013564,0.0001328
15,120,add_cube,0.0020909,0.021048
15,120,add_hole,0.0021095,0.0207656
15,120,contained_in,0.0147162,0.0151486
15,120,contained_in,0.0145966,0.014833
15,120,contained_in,0.037966,0.0156183
15,120,contained_in,0.0135237,0.0155885
15,123,creation,0.2584028,1.3679296
15,123,membership_test,0.0150979,0.000163
15,123,membership_test,0.0137965,0.0001314
15,123,add_cube,0.0020986,0.0198509
15,123,add_hole,0.0021198,0.0373825
15,123,contained_in,0.0139195,0.0153204
15,123,contained_in,0.0137901,0.0150391
15,123,contained_in,0.0387953,0.0159001
15,123,contained_in,0.0140238,0.0156505
15,126,creation,0.2651985,1.4516888
15,126,membership_test,0.0148881,0.0001659
15,126,membership_test,0.0137328,0.000138
15,126,add_cube,0.0019678,0.020714
15,126,add_hole,0.0019977,0.0374952
15,126,contained_in,0.013877,0.0162006
15,126,contained_in,0.0137036,0.016192
15,126,contained_in,0.0411873,0.0166792
15,126,contained_in,0.0145582,0.0163324
15,129,creation,0.2887169,1.5348393
15,129,membership_test,0.0152408,0.0001683
15,129,membership_test,0.0139742,0.0001606
15,129,add_cube,0.0020969,0.0216941
15,129,add_hole,0.0021585,0.0219507
15,129,contained_in,0.0143425,0.0166752
15,129,contained_in,0.0140772,0.0168487
15,129,contained_in,0.0415326,0.0176093
15,129,contained_in,0.0156001,0.015755
15,132,creation,0.2738886,1.5880426
15,132,membership_test,0.015549,0.0001778
15,132,membership_test,0.0141643,0.0001489
15,132,add_cube,0.0021028,0.0220769
15,132,add_hole,0.0021519,0.0228519
15,132,contained_in,0.0149522,0.0185892
15,132,contained_in,0.0144397,0.0178385
15,132,contained_in,0.043327,0.0185244
15,132,contained_in,0.0149191,0.018159
15,135,creation,0.2811544,1.6699107
15,135,membership_test,0.0156296,0.0001663
15,135,membership_test,0.0142881,0.0001456
15,135,add_cube,0.0020922,0.0382616
15,135,add_hole,0.0021113,0.0221809
15,135,contained_in,0.0146658,0.0177041
15,135,contained_in,0.0143308,0.0176508
15,135,contained_in,0.043623,0.0187172
15,135,contained_in,0.0151403,0.017235
15,138,creation,0.2949471,1.7990652
15,138,membership_test,0.0167123,0.0001696
15,138,membership_test,0.0144852,0.000142
15,138,add_cube,0.0022858,0.0233303
15,138,add_hole,0.0021044,0.022917
15,138,contained_in,0.0153031,0.0172584
15,138,contained_in,0.0153051,0.0181023
15,138,contained_in,0.0445967,0.0186262
15,138,contained_in,0.0152031,0.0184835
15,141,creation,0.2958127,1.8395587
15,141,membership_test,0.0159262,0.0001738
15,141,membership_test,0.0155146,0.0001488
15,141,add_cube,0.0020839,0.0235431
15,141,add_hole,0.0021113,0.0452501
15,141,contained_in,0.0151156,0.0192319
15,141,contained_in,0.0147206,0.0191128
15,141,contained_in,0.0466262,0.0196164
15,141,contained_in,0.0161517,0.0199276
15,144,creation,0.3000327,1.9112206
15,144,membership_test,0.0164698,0.0001766
15,144,membership_test,0.0150496,0.0001535
15,144,add_cube,0.0020596,0.0405237
15,144,add_hole,0.0022369,0.0237454
15,144,contained_in,0.0159491,0.0193499
15,144,contained_in,0.0150608,0.0192097
15,144,contained_in,0.0459124,0.020005
15,144,contained_in,0.0170726,0.019448
15,147,creation,0.3345593,1.9710127
15,147,membership_test,0.0197762,0.0001774
15,147,membership_test,0.0153664,0.0001589
15,147,add_cube,0.0020993,0.023977
15,147,add_hole,0.0021642,0.0254057
15,147,contained_in,0.0156456,0.0204222
15,147,contained_in,0.0149972,0.0199772
15,147,contained_in,0.0469408,0.019872
15,147,contained_in,0.0159533,0.0199942
15,150,creation,0.3155438,2.0260096
15,150,membership_test,0.0165897,0.0001645
15,150,membership_test,0.0151274,0.0001484
15,150,add_cube,0.0020859,0.0236755
